01:50:19.426 [main] INFO  n.e.journalApp.JournalApplication - Starting JournalApplication using Java 25.0.1 with PID 45068 (C:\Users\Piyuesh\Downloads\Journal-app\target\classes started by Piyuesh in C:\Users\Piyuesh\Downloads\Journal-app)
01:50:20.811 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
01:50:20.819 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
01:50:20.820 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
01:50:20.820 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.20]
01:50:20.896 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
01:50:20.897 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1402 ms
01:50:21.143 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"application": {"name": "Mydb"}, "driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.11.2"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/25.0.1+8-27"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='piyushahuja575_db_user', source='admin', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@733534f9, com.mongodb.Jep395RecordCodecProvider@661e279d, com.mongodb.KotlinCodecProvider@beabd6b]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=mydb.bk98xti.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-12pyvc-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='Mydb', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null}
01:50:21.145 [cluster-ClusterId{value='69af2b85e94ce753eab2679c', description='Mydb'}-srv-mydb.bk98xti.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-baafzgq-shard-00-00.bk98xti.mongodb.net:27017 to client view of cluster
01:50:21.171 [cluster-ClusterId{value='69af2b85e94ce753eab2679c', description='Mydb'}-srv-mydb.bk98xti.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-baafzgq-shard-00-02.bk98xti.mongodb.net:27017 to client view of cluster
01:50:21.174 [cluster-ClusterId{value='69af2b85e94ce753eab2679c', description='Mydb'}-srv-mydb.bk98xti.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-baafzgq-shard-00-01.bk98xti.mongodb.net:27017 to client view of cluster
01:50:21.457 [main] INFO  org.mongodb.driver.cluster - No server chosen by WritableServerSelector from cluster description ClusterDescription{type=REPLICA_SET, connectionMode=MULTIPLE, serverDescriptions=[ServerDescription{address=ac-baafzgq-shard-00-00.bk98xti.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-baafzgq-shard-00-01.bk98xti.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-baafzgq-shard-00-02.bk98xti.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}]}. Waiting for 30000 ms before timing out
01:50:21.748 [cluster-ClusterId{value='69af2b85e94ce753eab2679c', description='Mydb'}-ac-baafzgq-shard-00-01.bk98xti.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-baafzgq-shard-00-01.bk98xti.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=355307900, setName='atlas-12pyvc-shard-0', canonicalAddress=ac-baafzgq-shard-00-01.bk98xti.mongodb.net:27017, hosts=[ac-baafzgq-shard-00-00.bk98xti.mongodb.net:27017, ac-baafzgq-shard-00-01.bk98xti.mongodb.net:27017, ac-baafzgq-shard-00-02.bk98xti.mongodb.net:27017], passives=[], arbiters=[], primary='ac-baafzgq-shard-00-01.bk98xti.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff000000000000002b, setVersion=22, topologyVersion=TopologyVersion{processId=699f129df507c65e6344fa70, counter=6}, lastWriteDate=Tue Mar 10 01:50:21 IST 2026, lastUpdateTimeNanos=348559485295800}
01:50:21.748 [cluster-ClusterId{value='69af2b85e94ce753eab2679c', description='Mydb'}-ac-baafzgq-shard-00-00.bk98xti.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-baafzgq-shard-00-00.bk98xti.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=366333900, setName='atlas-12pyvc-shard-0', canonicalAddress=ac-baafzgq-shard-00-00.bk98xti.mongodb.net:27017, hosts=[ac-baafzgq-shard-00-00.bk98xti.mongodb.net:27017, ac-baafzgq-shard-00-01.bk98xti.mongodb.net:27017, ac-baafzgq-shard-00-02.bk98xti.mongodb.net:27017], passives=[], arbiters=[], primary='ac-baafzgq-shard-00-01.bk98xti.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=22, topologyVersion=TopologyVersion{processId=699f107aaa29190f2e1d3116, counter=4}, lastWriteDate=Tue Mar 10 01:50:21 IST 2026, lastUpdateTimeNanos=348559485295800}
01:50:21.751 [cluster-ClusterId{value='69af2b85e94ce753eab2679c', description='Mydb'}-ac-baafzgq-shard-00-01.bk98xti.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-baafzgq-shard-00-01.bk98xti.mongodb.net:27017 with max election id 7fffffff000000000000002b and max set version 22
01:50:21.755 [cluster-ClusterId{value='69af2b85e94ce753eab2679c', description='Mydb'}-ac-baafzgq-shard-00-02.bk98xti.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-baafzgq-shard-00-02.bk98xti.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=364076900, setName='atlas-12pyvc-shard-0', canonicalAddress=ac-baafzgq-shard-00-02.bk98xti.mongodb.net:27017, hosts=[ac-baafzgq-shard-00-00.bk98xti.mongodb.net:27017, ac-baafzgq-shard-00-01.bk98xti.mongodb.net:27017, ac-baafzgq-shard-00-02.bk98xti.mongodb.net:27017], passives=[], arbiters=[], primary='ac-baafzgq-shard-00-01.bk98xti.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=22, topologyVersion=TopologyVersion{processId=699f14e2f004f1cee2340ba7, counter=3}, lastWriteDate=Tue Mar 10 01:50:21 IST 2026, lastUpdateTimeNanos=348559494064300}
01:50:22.922 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@47e725af, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@247dcbba, org.springframework.security.web.context.SecurityContextHolderFilter@34e4fb39, org.springframework.security.web.header.HeaderWriterFilter@1eb52131, org.springframework.web.filter.CorsFilter@535be281, org.springframework.security.web.authentication.logout.LogoutFilter@10830d50, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@7682bf66, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@310f8a05, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4f98ac31, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@20db19ff, org.springframework.security.web.access.ExceptionTranslationFilter@67a3dd86, org.springframework.security.web.access.intercept.AuthorizationFilter@22f057b4]
01:50:23.243 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
01:50:23.257 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
01:50:23.271 [main] INFO  n.e.journalApp.JournalApplication - Started JournalApplication in 4.211 seconds (process running for 5.531)
01:50:27.843 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
01:50:27.843 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
01:50:27.845 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
